"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"162","Korban Banjir Solo: ""Makanannya enak, mungkin karena dimasak dengan hati ya. Terima kasih… http://t.co/pSGkdoKboj",FALSE,0,NA,2015-04-27 09:38:42,FALSE,NA,"592623898744623104",NA,"<a href=""http://www.google.com/"" rel=""nofollow"">Google</a>","maspiyungan",3,FALSE,FALSE,NA,NA
"163","Bantahan Indonesian Islamic Business Forum (IIBF) terkait berita Muktamar PBB http://t.co/tNsknoN16T",FALSE,0,NA,2015-04-27 09:38:42,FALSE,NA,"592623898065129473",NA,"<a href=""http://www.google.com/"" rel=""nofollow"">Google</a>","maspiyungan",2,FALSE,FALSE,NA,NA
"164","RT @Mujibulwasi: Pemerintah mulay gila, sret x ya @maspiyungan: Ide Gila AHOK: DKI Akan Legalkan Prostitusi, PSK Punya Sertifikat http://t.…",FALSE,0,NA,2015-04-27 09:38:38,FALSE,NA,"592623881547984898",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","maspiyungan",3,TRUE,FALSE,NA,NA
"165","RT @Yoeli_76: Ancoorreee RT @maspiyungan Ide Gila AHOK: DKI Akan Legalkan Prostitusi, PSK Punya Sertifikat http://t.co/fueGO4sVHp",FALSE,0,NA,2015-04-27 09:33:58,FALSE,NA,"592622707939741697",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","maspiyungan",1,TRUE,FALSE,NA,NA
"166","RT @b_a_y_u_: Tngu tgl maennya ja, ga lm yg beginian @maspiyungan Ide Gila AHOK: DKI Akan Legalkan Prostitusi, PSK Punya Sertifikat http://…",FALSE,0,NA,2015-04-27 09:33:55,FALSE,NA,"592622694199218176",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","maspiyungan",2,TRUE,FALSE,NA,NA
"167","RT @zacky_alfan: @maspiyungan Las Vegas",FALSE,0,NA,2015-04-27 09:33:48,FALSE,NA,"592622667041087488",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","maspiyungan",1,TRUE,FALSE,NA,NA
"168","RT @amanda_batrisya: Jakarta siap2 kena Azab......""@maspiyungan: Ide Gila AHOK: DKI Akan Legalkan Prostitusi, PSK Punya Sertifikat http://t…",FALSE,0,NA,2015-04-27 09:33:45,FALSE,NA,"592622652788838401",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","maspiyungan",8,TRUE,FALSE,NA,NA
"169","RT @ALMUFTISIREGAR: Hahaha cina gila RT @maspiyungan: Ide Gila AHOK: DKI Akan Legalkan Prostitusi, PSK Punya Sertifikat http://t.co/v9OlRSn…",FALSE,0,NA,2015-04-27 09:33:41,FALSE,NA,"592622637089558528",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","maspiyungan",6,TRUE,FALSE,NA,NA
"170","RT @babai0209: Sang pengundang bala..//rt""@maspiyungan: Ide Gila AHOK: DKI Akan Legalkan Prostitusi, PSK Punya Sertifikat http://t.co/O9JjZ…",FALSE,0,NA,2015-04-27 09:33:37,FALSE,NA,"592622619465162753",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","maspiyungan",4,TRUE,FALSE,NA,NA
"171","RT @dayan_wda: @maspiyungan ...nanti ada sertifikat yg halal dan haram dong?",FALSE,0,NA,2015-04-27 09:33:30,FALSE,NA,"592622591073890304",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","maspiyungan",1,TRUE,FALSE,NA,NA
"172","RT @F_Arrosyid: keren hok lanjutkan :D RT @maspiyungan: Ide Gila AHOK: DKI Akan Legalkan Prostitusi, PSK Punya Sertifikat http://t.co/dJ0cx…",FALSE,0,NA,2015-04-27 09:33:26,FALSE,NA,"592622572153348097",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","maspiyungan",1,TRUE,FALSE,NA,NA
"173","Korban Banjir Solo: ""Makanannya enak, mungkin karena dimasak dengan hati ya. Terima kasih PKS"" http://t.co/iZSYUBmwti http://t.co/j7vs8a0OfA",FALSE,2,NA,2015-04-27 09:33:08,FALSE,NA,"592622499239563264",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","maspiyungan",6,FALSE,FALSE,NA,NA
"174","Korban Banjir Solo: ""Makanannya enak, mungkin karena dimasak dengan hati ya. Terima kasih PKS"" http://t.co/iZSYUBmwti",FALSE,0,NA,2015-04-27 09:31:05,FALSE,NA,"592621980416811008",NA,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>","maspiyungan",12,FALSE,FALSE,NA,NA
"175","Bantahan Indonesian Islamic Business Forum (IIBF) terkait berita Muktamar PBB http://t.co/CSVWKwlCAV",FALSE,1,NA,2015-04-27 09:09:11,FALSE,NA,"592616470728704000",NA,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>","maspiyungan",1,FALSE,FALSE,NA,NA
"176","Ide Gila AHOK: DKI Akan Legalkan Prostitusi, PSK Punya Sertifikat http://t.co/xaylaQstKg",FALSE,0,NA,2015-04-27 09:04:17,FALSE,NA,"592615239432077312",NA,"<a href=""http://www.google.com/"" rel=""nofollow"">Google</a>","maspiyungan",18,FALSE,FALSE,NA,NA
"177","Ridwan Kamil, Pemimpian Yang Mampu Menggerakkan Masyarakat http://t.co/yz5LKeMBoo",FALSE,2,NA,2015-04-27 09:04:17,FALSE,NA,"592615238551216128",NA,"<a href=""http://www.google.com/"" rel=""nofollow"">Google</a>","maspiyungan",8,FALSE,FALSE,NA,NA
"178","RT @IbankV: Indonesia makin sekuler, bye Pancasila @maspiyungan: Ide Gila AHOK: DKI Akan Legalkn Prostitusi, PSK Punya Sertifikat http://t.…",FALSE,0,NA,2015-04-27 09:02:45,FALSE,NA,"592614850599129088",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","maspiyungan",7,TRUE,FALSE,NA,NA
"179","RT @kessi_hermana: ""@maspiyungan: Ide Gila AHOK: DKI Akan Legalkan Prostitusi, PSK Punya Sertifikat http://t.co/DryLZQ5GZf""haduhh makin kac…",FALSE,0,NA,2015-04-27 08:58:52,FALSE,NA,"592613874957832193",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","maspiyungan",8,TRUE,FALSE,NA,NA
"180","RT @Jhonkosmik: Bukan idenya yg gila tapi orangnya ""@maspiyungan: Ide Gila AHOK: DKI Akan Legalkan Prostitusi, PSK Punya Sertifikat http://…",FALSE,0,NA,2015-04-27 08:58:45,FALSE,NA,"592613843320221696",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","maspiyungan",7,TRUE,FALSE,NA,NA
"181","Ide Gila AHOK: DKI Akan Legalkan Prostitusi, PSK Punya Sertifikat http://t.co/r4T0utq9LU",FALSE,0,NA,2015-04-27 08:54:39,FALSE,NA,"592612812112834560",NA,"<a href=""http://twitterfeed.com"" rel=""nofollow"">twitterfeed</a>","maspiyungan",4,FALSE,FALSE,NA,NA
"182","Ridwan Kamil, Pemimpian Yang Mampu Menggerakkan Masyarakat http://t.co/j70JAyMO3C",FALSE,1,NA,2015-04-27 08:54:39,FALSE,NA,"592612811194306560",NA,"<a href=""http://twitterfeed.com"" rel=""nofollow"">twitterfeed</a>","maspiyungan",3,FALSE,FALSE,NA,NA
"183","Ide Gila AHOK: DKI Akan Legalkan Prostitusi, PSK Punya Sertifikat http://t.co/V5ZYXZUrMs",FALSE,1,NA,2015-04-27 08:52:34,FALSE,NA,"592612289531916288",NA,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>","maspiyungan",8,FALSE,FALSE,NA,NA
"184","Ridwan Kamil, Pemimpian Yang Mampu Menggerakkan Masyarakat http://t.co/PosUpMXGms",FALSE,2,NA,2015-04-27 08:45:34,FALSE,NA,"592610525520928768",NA,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>","maspiyungan",7,FALSE,FALSE,NA,NA
"185","Curhat Aleg: Menjadi Anggota Dewan Tidak Seenak Yang Dibayangkan http://t.co/TBr25KWeK1",FALSE,0,NA,2015-04-27 07:51:38,FALSE,NA,"592596953151606784",NA,"<a href=""http://www.google.com/"" rel=""nofollow"">Google</a>","maspiyungan",1,FALSE,FALSE,NA,NA
"186","Curhat Aleg: Menjadi Anggota Dewan Tidak Seenak Yang Dibayangkan http://t.co/g3F5PDRMfv",FALSE,0,NA,2015-04-27 07:48:08,FALSE,NA,"592596072058392576",NA,"<a href=""http://twitterfeed.com"" rel=""nofollow"">twitterfeed</a>","maspiyungan",2,FALSE,FALSE,NA,NA
"187","Curhat Aleg: Menjadi Anggota Dewan Tidak Seenak Yang Dibayangkan http://t.co/vF304mjDVc",FALSE,1,NA,2015-04-27 06:55:04,FALSE,NA,"592582716966572032",NA,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>","maspiyungan",0,FALSE,FALSE,NA,NA
"188","Mencengangkan, Subuh Seperti Jumatan dan Para Remaja Turki ke Masjid dengan Mobil-Mobil… http://t.co/S4PmaJYu6O",FALSE,0,NA,2015-04-27 06:49:43,FALSE,NA,"592581373229080576",NA,"<a href=""http://www.google.com/"" rel=""nofollow"">Google</a>","maspiyungan",8,FALSE,FALSE,NA,NA
"189","Fenomena Kemenangan Aktivis Hamas Di Kampus Berzeit http://t.co/8obgvaZDSg",FALSE,1,NA,2015-04-27 06:49:43,FALSE,NA,"592581372536991744",NA,"<a href=""http://www.google.com/"" rel=""nofollow"">Google</a>","maspiyungan",1,FALSE,FALSE,NA,NA
"190","ISTIMEWANYA KAA http://t.co/iIRfdePNjI",FALSE,0,NA,2015-04-27 06:49:43,FALSE,NA,"592581371794624512",NA,"<a href=""http://www.google.com/"" rel=""nofollow"">Google</a>","maspiyungan",4,FALSE,FALSE,NA,NA
"191","Mencengangkan, Subuh Seperti Jumatan dan Para Remaja Turki ke Masjid dengan Mobil-Mobil Mewah! http://t.co/FRM5ClxIeY",FALSE,2,NA,2015-04-27 06:41:15,FALSE,NA,"592579242275115009",NA,"<a href=""http://twitterfeed.com"" rel=""nofollow"">twitterfeed</a>","maspiyungan",7,FALSE,FALSE,NA,NA
"192","Fenomena Kemenangan Aktivis Hamas Di Kampus Berzeit http://t.co/tGIsu7xdwe",FALSE,0,NA,2015-04-27 06:41:15,FALSE,NA,"592579241541177345",NA,"<a href=""http://twitterfeed.com"" rel=""nofollow"">twitterfeed</a>","maspiyungan",0,FALSE,FALSE,NA,NA
"193","ISTIMEWANYA KAA http://t.co/se8ZOncdOr",FALSE,3,NA,2015-04-27 06:41:15,FALSE,NA,"592579240605962240",NA,"<a href=""http://twitterfeed.com"" rel=""nofollow"">twitterfeed</a>","maspiyungan",0,FALSE,FALSE,NA,NA
"194","Pinjam China 50 Miliar USD untuk Infrastruktur, Dana Pengurangan Subsidi BBM dikemanakan? http://t.co/3oXqXJKqZM",FALSE,2,NA,2015-04-27 06:41:14,FALSE,NA,"592579239469125632",NA,"<a href=""http://twitterfeed.com"" rel=""nofollow"">twitterfeed</a>","maspiyungan",10,FALSE,FALSE,NA,NA
"195","Presiden RI citarasa RRC http://t.co/JPkLlLaNVQ",FALSE,4,NA,2015-04-27 06:41:14,FALSE,NA,"592579238764511232",NA,"<a href=""http://twitterfeed.com"" rel=""nofollow"">twitterfeed</a>","maspiyungan",7,FALSE,FALSE,NA,NA
"196","Mencengangkan, Subuh Seperti Jumatan dan Para Remaja Turki ke Masjid dengan Mobil-Mobil Mewah! http://t.co/tOi65q7keP",FALSE,7,NA,2015-04-27 06:34:04,FALSE,NA,"592577434421104641",NA,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>","maspiyungan",6,FALSE,FALSE,NA,NA
"197","Fenomena Kemenangan Aktivis Hamas Di Kampus Berzeit http://t.co/b8OQdCoa9p http://t.co/UmP9tS2UEY",FALSE,2,NA,2015-04-27 06:13:25,FALSE,NA,"592572237372203009",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","maspiyungan",1,FALSE,FALSE,NA,NA
"198","Fenomena Kemenangan Aktivis Hamas Di Kampus Berzeit http://t.co/b8OQdCoa9p",FALSE,1,NA,2015-04-27 06:12:43,FALSE,NA,"592572062583033856",NA,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>","maspiyungan",0,FALSE,FALSE,NA,NA
"199","ISTIMEWANYA KAA http://t.co/yncAnV2NwY",FALSE,0,NA,2015-04-27 05:52:04,FALSE,NA,"592566862954663936",NA,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>","maspiyungan",2,FALSE,FALSE,NA,NA
"200","RT @AyyasyYahya29: -_- pengennya citarasa Nusantara  @maspiyungan: Presiden RI citarasa RRC http://t.co/8roodXnhlt",FALSE,0,NA,2015-04-27 05:49:34,FALSE,NA,"592566235549696000",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","maspiyungan",3,TRUE,FALSE,NA,NA
"201","yg jadi presiden tak selamanya mulia.",FALSE,1,NA,2015-04-27 05:44:01,FALSE,NA,"592564839194595328",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","maspiyungan",4,FALSE,FALSE,NA,NA
"202","yg dipenjara tak selamanya hina. ada soekarno, mandela..

semoga Allah SWT selalu menjaga ustadz Luthfi..",FALSE,6,NA,2015-04-27 05:42:05,FALSE,NA,"592564350684004352",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","maspiyungan",24,FALSE,FALSE,NA,NA
"203","Pinjam China 50 Miliar USD untuk Infrastruktur, Dana Pengurangan Subsidi BBM Rp100 Miliar… http://t.co/BeDX2Ypptq",FALSE,0,NA,2015-04-27 05:41:49,FALSE,NA,"592564282853720064",NA,"<a href=""http://www.google.com/"" rel=""nofollow"">Google</a>","maspiyungan",4,FALSE,FALSE,NA,NA
"204","Presiden RI citarasa RRC http://t.co/0os88g0s8s",FALSE,0,NA,2015-04-27 05:41:46,FALSE,NA,"592564271893979136",NA,"<a href=""http://www.google.com/"" rel=""nofollow"">Google</a>","maspiyungan",1,FALSE,FALSE,NA,NA
"205","Mana Mungkin Berharap kepada Presiden yang Jiwanya Diperbudak? http://t.co/3jwpQirYyJ",FALSE,1,NA,2015-04-27 05:41:46,FALSE,NA,"592564271189336064",NA,"<a href=""http://www.google.com/"" rel=""nofollow"">Google</a>","maspiyungan",8,FALSE,FALSE,NA,NA
"206","Pinjam China 50 Miliar USD untuk Infrastruktur, Dana Pengurangan Subsidi BBM Rp100 Miliar kemana? http://t.co/FDWBRV6r8N",FALSE,0,NA,2015-04-27 05:40:05,FALSE,NA,"592563848617431042",NA,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>","maspiyungan",8,FALSE,FALSE,NA,NA
"207","Presiden RI citarasa RRC http://t.co/pwfO12nnlz",FALSE,1,NA,2015-04-27 05:40:04,FALSE,NA,"592563845446533123",NA,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>","maspiyungan",1,FALSE,FALSE,NA,NA
"208","Pinjam China 50 Miliar USD untuk Infrastruktur, Dana Pengurangan Subsidi BBM Rp100 Miliar kemana? http://t.co/A1ioiJNyIA",FALSE,1,NA,2015-04-27 05:39:40,FALSE,NA,"592563744636477441",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","maspiyungan",5,FALSE,FALSE,NA,NA
"209","Presiden RI citarasa RRC http://t.co/MikagRsihD",FALSE,4,NA,2015-04-27 05:34:21,FALSE,NA,"592562407479779330",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","maspiyungan",8,FALSE,FALSE,NA,NA
"210","Mana Mungkin Berharap kepada Presiden yang Jiwanya Diperbudak? http://t.co/BklK27hB0B",FALSE,3,NA,2015-04-27 04:38:05,FALSE,NA,"592548247773663232",NA,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>","maspiyungan",14,FALSE,FALSE,NA,NA
"211","PKS dan Wakil Bupati Karanganyar Nonton Bareng Film Tjokroaminoto Bersama Guru http://t.co/YNvJ2Qxy0W",FALSE,1,NA,2015-04-27 04:31:29,FALSE,NA,"592546584837029888",NA,"<a href=""http://twitterfeed.com"" rel=""nofollow"">twitterfeed</a>","maspiyungan",2,FALSE,FALSE,NA,NA
"212","PKS dan Wakil Bupati Karanganyar Nonton Bareng Film Tjokroaminoto Bersama Guru http://t.co/hRnzPsSu05",FALSE,1,NA,2015-04-27 04:17:05,FALSE,NA,"592542960509587456",NA,"<a href=""http://www.google.com/"" rel=""nofollow"">Google</a>","maspiyungan",3,FALSE,FALSE,NA,NA
"213","PKS dan Wakil Bupati Karanganyar Nonton Bareng Film Tjokroaminoto Bersama Guru http://t.co/kbYNpKMRhx",FALSE,0,NA,2015-04-27 04:01:05,FALSE,NA,"592538935022067712",NA,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>","maspiyungan",1,FALSE,FALSE,NA,NA
"214","Hafidz Al-Qur'an Ganteng Ini Siap Jadi Aktor Meski Tidak Punya Akun Medsos http://t.co/3U15b1eIPR",FALSE,0,NA,2015-04-27 03:25:52,FALSE,NA,"592530072596156416",NA,"<a href=""http://twitterfeed.com"" rel=""nofollow"">twitterfeed</a>","maspiyungan",7,FALSE,FALSE,NA,NA
"215","Hafidz Al-Qur'an Ganteng Ini Siap Jadi Aktor Meski Tidak Punya Akun Medsos http://t.co/69DRG7RTBL",FALSE,0,NA,2015-04-27 03:24:34,FALSE,NA,"592529743641055232",NA,"<a href=""http://www.google.com/"" rel=""nofollow"">Google</a>","maspiyungan",3,FALSE,FALSE,NA,NA
"216","Hafidz Al-Qur'an Ganteng Ini Siap Jadi Aktor Meski Tidak Punya Akun Medsos http://t.co/YyFOk6YSqX",FALSE,4,NA,2015-04-27 02:44:05,FALSE,NA,"592519555081113600",NA,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>","maspiyungan",1,FALSE,FALSE,NA,NA
"217","""Dakwah itu mengajak. Bukan menyuruh, melarang, menjelekkan..."" http://t.co/orevQIQyJ0",FALSE,2,NA,2015-04-27 02:21:15,FALSE,NA,"592513811581505536",NA,"<a href=""http://twitterfeed.com"" rel=""nofollow"">twitterfeed</a>","maspiyungan",11,FALSE,FALSE,NA,NA
"218","""Dakwah itu mengajak. Bukan menyuruh, melarang, menjelekkan..."" http://t.co/NonMd3Dfeb",FALSE,1,NA,2015-04-27 02:18:23,FALSE,NA,"592513091033698305",NA,"<a href=""http://www.google.com/"" rel=""nofollow"">Google</a>","maspiyungan",7,FALSE,FALSE,NA,NA
"219","""Dakwah itu mengajak. Bukan menyuruh, melarang, menjelekkan..."" http://t.co/gN2F6XjHxd",FALSE,2,NA,2015-04-27 01:31:04,FALSE,NA,"592501180879671296",NA,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>","maspiyungan",6,FALSE,FALSE,NA,NA
"220","Fahri: Publik harus terus menagih janji Pemerintah http://t.co/2ooAMxRZwf",FALSE,0,NA,2015-04-27 01:16:53,FALSE,NA,"592497613439692800",NA,"<a href=""http://twitterfeed.com"" rel=""nofollow"">twitterfeed</a>","maspiyungan",10,FALSE,FALSE,NA,NA
"221","500 Kader PKS Kabupaten Bogor Taklukkan Anak Gunung Halimun dalam 36 Jam http://t.co/QWbebqvS1o",FALSE,2,NA,2015-04-27 01:16:53,FALSE,NA,"592497612550328320",NA,"<a href=""http://twitterfeed.com"" rel=""nofollow"">twitterfeed</a>","maspiyungan",3,FALSE,FALSE,NA,NA
"222","Ridwan Kamil Galang Solidaritas Untuk Bantu Bencana Nepal http://t.co/j2Lkevfxnr",FALSE,1,NA,2015-04-27 01:16:53,FALSE,NA,"592497611635994624",NA,"<a href=""http://twitterfeed.com"" rel=""nofollow"">twitterfeed</a>","maspiyungan",3,FALSE,FALSE,NA,NA
"223","Era Baru Partai Bulan Bintang http://t.co/7ikYqVfFbd",FALSE,0,NA,2015-04-27 01:16:53,FALSE,NA,"592497610763599872",NA,"<a href=""http://twitterfeed.com"" rel=""nofollow"">twitterfeed</a>","maspiyungan",1,FALSE,FALSE,NA,NA
"224","Fahri: Publik harus terus menagih janji Pemerintah http://t.co/scvmn6tWEQ",FALSE,2,NA,2015-04-27 01:14:09,FALSE,NA,"592496926374789120",NA,"<a href=""http://www.google.com/"" rel=""nofollow"">Google</a>","maspiyungan",1,FALSE,FALSE,NA,NA
"225","500 Kader PKS Kabupaten Bogor Taklukkan Anak Gunung Halimun dalam 36 Jam http://t.co/C7CAcj6wo8",FALSE,0,NA,2015-04-27 01:14:09,FALSE,NA,"592496925716320257",NA,"<a href=""http://www.google.com/"" rel=""nofollow"">Google</a>","maspiyungan",2,FALSE,FALSE,NA,NA
"226","Ridwan Kamil Galang Solidaritas Untuk Bantu Bencana Nepal http://t.co/tqPY1V88qS",FALSE,0,NA,2015-04-27 01:13:45,FALSE,NA,"592496824360927232",NA,"<a href=""http://www.google.com/"" rel=""nofollow"">Google</a>","maspiyungan",1,FALSE,FALSE,NA,NA
"227","Era Baru Partai Bulan Bintang http://t.co/jNjrATUrAC",FALSE,3,NA,2015-04-27 01:13:45,FALSE,NA,"592496823392079872",NA,"<a href=""http://www.google.com/"" rel=""nofollow"">Google</a>","maspiyungan",1,FALSE,FALSE,NA,NA
"228","Yusril Ihza Mahendra Terpilih Sebagai Ketua Umum PBB http://t.co/BLnV1fY3pA",FALSE,2,NA,2015-04-27 01:13:43,FALSE,NA,"592496813870948353",NA,"<a href=""http://www.google.com/"" rel=""nofollow"">Google</a>","maspiyungan",2,FALSE,FALSE,NA,NA
"229","Fahri: Publik harus terus menagih janji Pemerintah http://t.co/dEyBbaaPst http://t.co/sZo9jNsCic",FALSE,4,NA,2015-04-27 01:05:39,FALSE,NA,"592494784859607040",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","maspiyungan",13,FALSE,FALSE,NA,NA
"230","Fahri: Publik harus terus menagih janji Pemerintah http://t.co/dEyBbaaPst",FALSE,0,NA,2015-04-27 01:05:04,FALSE,NA,"592494640290369536",NA,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>","maspiyungan",0,FALSE,FALSE,NA,NA
"231","@hramad :)",FALSE,0,"hramad",2015-04-27 01:05:02,FALSE,"592494185321664512","592494630576398336","81696640","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","maspiyungan",0,FALSE,FALSE,NA,NA
"232","NAH!  https://t.co/adAO5shayH",FALSE,0,NA,2015-04-27 01:02:00,FALSE,NA,"592493867707944960",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","maspiyungan",0,FALSE,FALSE,NA,NA
"233","RT @gadhyl: Presiden Bajaj ""@maspiyungan: [Di KAA] Jokowi: IMF Harus Dibuang, [Sekarang] Jokowi: Siapa yang Bilang Anti IMF? http://t.co/DS…",FALSE,0,NA,2015-04-27 01:01:38,FALSE,NA,"592493774313394176",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","maspiyungan",6,TRUE,FALSE,NA,NA
"234","RT @muragh: Isuk dele sore tempe ""@maspiyungan [Di KAA] Jokowi: IMF Harus Dibuang, [Sekarang] Jokowi: Siapa yg Bilang Anti IMF? http://t.co…",FALSE,0,NA,2015-04-27 01:01:33,FALSE,NA,"592493753790693377",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","maspiyungan",8,TRUE,FALSE,NA,NA
"235","RT @nasgortrasi: Bang @MustofaNahra , saya curiga dari awal pembentukan satuan ini memang menargetkan umat Islam. 
@maspiyungan http://t.co…",FALSE,0,NA,2015-04-27 01:01:29,FALSE,NA,"592493736472391681",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","maspiyungan",10,TRUE,FALSE,NA,NA
"236","RT @yudiemw19: Budayamu bkn budaya kami hok ""@maspiyungan: Tak Larang Pesta Bikini, MUI Nilai Ahok Tak Peduli Agama http://t.co/tk4rCIKhOr""",FALSE,0,NA,2015-04-27 01:01:24,FALSE,NA,"592493714955612160",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","maspiyungan",10,TRUE,FALSE,NA,NA
"237","RT @abihfi: @maspiyungan aku lah satu diantaranya :)",FALSE,0,NA,2015-04-27 01:01:17,FALSE,NA,"592493687130591232",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","maspiyungan",1,TRUE,FALSE,NA,NA
"238","500 Kader PKS Kabupaten Bogor Taklukkan Anak Gunung Halimun dalam 36 Jam http://t.co/tg2WA2KFco http://t.co/UwJ81bQACv",FALSE,10,NA,2015-04-27 00:45:31,FALSE,NA,"592489717762953216",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","maspiyungan",8,FALSE,FALSE,NA,NA
"239","500 Kader PKS Kabupaten Bogor Taklukkan Anak Gunung Halimun dalam 36 Jam http://t.co/tg2WA2KFco",FALSE,2,NA,2015-04-27 00:45:11,FALSE,NA,"592489633549656065",NA,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>","maspiyungan",2,FALSE,FALSE,NA,NA
"240","Today stats: 79 followers, 21 unfollowers and followed one person via http://t.co/qJpDnl6cdD",FALSE,0,NA,2015-04-27 00:44:48,FALSE,NA,"592489540247359488",NA,"<a href=""https://unfollowers.com"" rel=""nofollow"">Unfollowers</a>","maspiyungan",1,FALSE,FALSE,NA,NA
"241","RT @el_zainal92: @maspiyungan yang dulu milih nomor urut 2 sekarang semuanya pura-pura mati.",FALSE,0,NA,2015-04-27 00:42:01,FALSE,NA,"592488836401266688",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","maspiyungan",7,TRUE,FALSE,NA,NA
"242","Adh-Dhooolliin  https://t.co/nMHbHCqFZ0",FALSE,2,NA,2015-04-27 00:40:28,FALSE,NA,"592488448377815040",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","maspiyungan",1,FALSE,FALSE,NA,NA
"243","Selamat buat Prof @Yusrilihza_Mhd Terpilih Sebagai Ketua Umum PBB http://t.co/WHP6WUo8pa http://t.co/jOOthp24HC",FALSE,2,NA,2015-04-27 00:39:07,FALSE,NA,"592488108605644800",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","maspiyungan",6,FALSE,FALSE,NA,NA
"244","RT @Aam_basrie: Emang punya agama dia @maspiyungan: Tak Larang Pesta Bikini, MUI Nilai Ahok Tak Peduli Agama http://t.co/PLK24ahOwB""",FALSE,0,NA,2015-04-27 00:38:17,FALSE,NA,"592487897598595072",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","maspiyungan",5,TRUE,FALSE,NA,NA
